31471,136085.96885955046
31472,118729.79405860964
31473,75358.49295286788
31474,57821.8100639316
31475,110136.45123557803
31476,72145.3421839166
31477,91516.4445021827
31478,93584.39689770342
31479,77362.95986310963
31480,132316.59037621284
31481,105850.2531934564
31482,51140.69311496864
31483,130426.49579087796
31484,49953.0206260687
31485,101913.44100117245
31486,54721.93312071256
31487,124882.87615118838
31488,557150.6016464032
31489,102678.7021791028
31490,35428.739560427486
31491,135139.26723843793
31492,126004.2696977048
31493,102421.80835036268
31494,122755.57771384576
31495,132452.93868837642
31496,290247.69345950906
31497,209505.91584708312
31498,80036.88248400851
31499,61548.58973563868
31500,119220.82352066392
31501,150477.39998657443
31502,81340.53951961272
31503,59321.31425461084
31504,119143.27854208396
31505,123469.93450900966
31506,275673.7320068545
31507,257530.81786366724
31508,66321.46624403152
31509,420462.3972830228
31510,179510.18354000518
31511,136719.21546324334
31512,76980.14546891392
31513,60988.333584094886
31514,57745.62338040403
31515,84090.22015469722
31516,99356.53500474435
31517,131403.31278216638
31518,220360.5222352946
31519,214746.1524112909
31520,104087.16054780164
31521,102469.4626972515
31522,160694.8951848462
31523,127910.21293281332
31524,64452.00692823539
31525,128427.40229035777
31526,85493.92277115725
31527,58596.95457163209
31528,65225.78814821865
31529,133310.78820901943
31530,76338.34839428485
31531,49784.08871911024
31532,105360.4468177554
31533,96369.38123651412
31534,89732.61612360446
31535,86388.81198875017
31536,94022.95075667914
31537,114319.61990598698
31538,174764.0777832951
31539,179235.6218381333
31540,186734.43985292356
31541,137089.07605030978
31542,118190.86240271859
31543,78440.84133438476
31544,89571.80769262086
31545,61171.18413654497
31546,62920.67254906012
31547,96923.76921118339
31548,86100.12321764816
31549,60233.964150989894
31550,50064.21414438032
31551,64195.57335095103
31552,73495.24421457239
31553,125497.59868943956
31554,126521.39113821702
31555,91780.49078250653
31556,63299.80525901227
31557,73318.53505433607
31558,67175.85189911303
31559,62893.46417724035
31560,109923.70154781117
31561,262329.02221599396
31562,57543.631569676225
31563,146656.88390257902
31564,64301.5475987636
31565,103138.01568519221
31566,133628.6081800607
31567,110664.26131165064
31568,89919.73283200774
31569,58682.35114146931
31570,75172.6228034826
31571,106226.20477518476
31572,94196.4447685824
31573,91515.78865603039
31574,140980.71929897225
31575,72426.80315891442
31576,159659.4099608052
31577,129249.3933582264
31578,118832.38206454841
31579,123879.82652869706
31580,234194.89156106152
31581,166849.86691353834
31582,77080.5103872473
31583,176101.25238855946
31584,90373.37475683157
31585,203101.29344609074
