31471,11.811526
31472,11.6939945
31473,11.214046
31474,10.954988
31475,11.671987
31476,11.114192
31477,11.387364
31478,11.4057865
31479,11.27915
31480,11.700647
31481,11.633991
31482,10.892793
31483,11.743826
31484,10.881838
31485,11.5706625
31486,10.968028
31487,11.728804
31488,13.029204
31489,11.505439
31490,10.300172
31491,11.867245
31492,11.74318
31493,11.562316
31494,11.69171
31495,11.821697
31496,12.450188
31497,12.216401
31498,11.295615
31499,11.039736
31500,11.696318
31501,11.940673
31502,11.429046
31503,11.048213
31504,11.6961565
31505,11.741066
31506,12.571012
31507,12.445041
31508,11.100817
31509,12.8442955
31510,12.092629
31511,11.704039
31512,11.266508
31513,11.01112
31514,10.933989
31515,11.346739
31516,11.519599
31517,11.848235
31518,12.273166
31519,12.240161
31520,11.606997
31521,11.446598
31522,11.964503
31523,11.655192
31524,11.127365
31525,11.80448
31526,11.363403
31527,11.001712
31528,11.05431
31529,11.776094
31530,11.273771
31531,10.902505
31532,11.533381
31533,11.46342
31534,11.474241
31535,11.350989
31536,11.402038
31537,11.54437
31538,12.061072
31539,12.090597
31540,12.13829
31541,11.830742
31542,11.73811
31543,11.32359
31544,11.1828785
31545,11.062215
31546,11.037332
31547,11.509135
31548,11.392356
31549,11.058564
31550,10.827361
31551,11.048025
31552,11.182411
31553,11.815278
31554,11.77757
31555,11.450614
31556,11.171306
31557,11.074296
31558,11.107035
31559,11.011301
31560,11.664559
31561,12.474284
31562,11.028443
31563,11.917546
31564,11.188103
31565,11.50543
31566,11.854739
31567,11.453534
31568,11.503954
31569,10.987718
31570,11.344822
31571,11.587127
31572,11.404752
31573,11.441555
31574,11.829836
31575,11.133789
31576,12.009905
31577,11.698021
31578,11.598799
31579,11.728664
31580,12.316317
31581,11.991975
31582,11.275391
31583,12.014501
31584,11.370583
31585,12.297349
31586,11.300592
31587,11.294701
31588,11.270368
31589,11.594986
31590,11.808176
31591,11.391242
31592,11.310087
31593,11.49671
31594,11.702399
31595,12.538039
31596,11.724057
31597,11.645445
31598,11.442607
31599,11.038758
