31471,130045.653125
31472,114188.1578125
31473,75019.3390625
31474,59050.16953125
31475,121055.296875
31476,73320.959375
31477,92374.571875
31478,96877.25625
31479,75937.121875
31480,130199.346875
31481,108121.9734375
31482,53534.0
31483,121853.321875
31484,51085.2578125
31485,103601.2890625
31486,53795.825
31487,119646.8765625
31488,564807.2625
31489,105504.965625
31490,31257.61953125
31491,136371.984375
31492,122021.053125
31493,100320.409375
31494,123470.3828125
31495,133430.81875
31496,280290.16875
31497,204968.04375
31498,83121.0359375
31499,60817.81875
31500,120440.0796875
31501,141815.775
31502,86341.103125
31503,62592.77578125
31504,122435.959375
31505,119087.2078125
31506,282872.975
31507,250952.0125
31508,66932.8828125
31509,385569.0625
31510,183766.5875
31511,129959.54375
31512,78004.075
31513,60905.4265625
31514,58522.98984375
31515,87098.4453125
31516,99022.7265625
31517,139791.015625
31518,213732.4
31519,211028.95625
31520,109146.125
31521,101915.0234375
31522,166837.9125
31523,121399.6359375
31524,65963.946875
31525,124112.2578125
31526,86324.4515625
31527,63397.85390625
31528,64388.97578125
31529,135865.74375
31530,79445.63125
31531,46401.83984375
31532,102786.1734375
31533,92309.7359375
31534,90815.01875
31535,83738.971875
31536,93997.3671875
31537,110278.5484375
31538,177532.225
31539,187395.659375
31540,184916.990625
31541,141639.415625
31542,123263.25625
31543,81099.346875
31544,80921.9828125
31545,58084.975
31546,65939.5453125
31547,99466.74375
31548,89025.484375
31549,61371.28984375
31550,51239.090625
31551,63502.83203125
31552,75811.3140625
31553,132727.45
31554,128420.1015625
31555,92013.6765625
31556,57122.1890625
31557,71307.1703125
31558,69886.71875
31559,64210.9921875
31560,112462.559375
31561,250673.30625
31562,60453.26484375
31563,140654.003125
31564,63106.56171875
31565,101914.75
31566,135129.628125
31567,111564.846875
31568,92973.1484375
31569,59443.89765625
31570,76416.4953125
31571,101710.58125
31572,90413.309375
31573,90632.221875
31574,136920.734375
31575,69298.6046875
31576,165099.953125
31577,129691.7109375
31578,117192.8265625
31579,125853.8234375
31580,232293.35625
31581,169620.465625
31582,75856.265625
31583,176175.78125
31584,102143.071875
31585,204076.59375
31586,80588.3890625
31587,87713.0640625
31588,77777.746875
31589,116675.88125
31590,141579.453125
31591,84584.9328125
31592,80272.18125
31593,106441.78125
31594,114423.7375
31595,278037.3625
31596,114077.4859375
31597,107961.728125
31598,95083.809375
31599,59540.421875
31600,103412.553125
31601,149688.98125
31602,88716.565625
31603,240550.36875
31604,118517.2703125
31605,148778.9
31606,87552.328125
31607,111396.5515625
31608,119917.3265625
31609,107583.1703125
31610,53569.2375
31611,75837.6046875
31612,91489.9484375
31613,68765.584375
31614,70093.5171875
31615,169157.6
31616,106781.4328125
31617,93994.8390625
31618,88956.4921875
31619,150988.903125
31620,166386.128125
31621,102304.8140625
31622,102554.0015625
31623,86793.4203125
31624,107931.4
31625,77799.6234375
31626,104178.565625
31627,97590.025
31628,102858.8375
31629,91028.675
31630,200613.55
31631,119765.7453125
31632,89239.5125
31633,105352.44375
31634,77063.365625
31635,140296.36875
31636,83959.309375
31637,123558.4046875
31638,102409.1140625
31639,77666.9015625
31640,62397.63984375
31641,249666.2125
31642,102310.8203125
31643,74037.25625
31644,160218.28125
31645,57357.715625
31646,140464.2
31647,85655.1515625
31648,75546.4140625
31649,65532.10703125
31650,53892.34375
31651,50163.1046875
31652,91050.15625
31653,110552.934375
31654,66042.828125
31655,186174.596875
31656,84214.2203125
31657,121845.80625
31658,120420.5515625
31659,56506.5515625
31660,73699.4203125
31661,114769.140625
31662,122980.7578125
31663,145123.759375
31664,70425.640625
31665,86354.1484375
31666,101690.3234375
31667,106413.7734375
31668,63629.55546875
31669,163091.809375
31670,451111.70625
31671,91694.484375
31672,86333.428125
31673,104452.9046875
31674,112443.5640625
31675,154937.059375
31676,96872.596875
31677,265872.4625
31678,97575.546875
31679,86519.584375
31680,173052.91875
31681,575330.7375
31682,82760.490625
31683,91345.565625
31684,249440.434375
31685,90148.1140625
